"Patient","No benefits","Responder","TIDE","IFNG","MSI Expr Sig","Merck18","CD274","CD8","CTL.flag","Dysfunction","Exclusion","MDSC","CAF","TAM M2"
"TCGA-75-5147-01","False","False","0.85","0.47","0.82","0.27","-0.36","-0.04","False","-1.26","0.85","0.09","-0.02","0.00"
"TCGA-MP-A4T9-01","False","False","0.85","-0.39","0.32","0.14","1.24","-0.02","False","1.64","0.85","-0.01","0.10","-0.00"
"TCGA-50-5939-01","False","False","0.85","-0.51","0.72","-0.04","0.64","-1.21","False","0.57","0.85","0.02","0.12","-0.07"
"TCGA-44-7660-01","False","False","0.84","-0.34","0.14","-0.52","-0.03","0.01","False","-0.99","0.84","0.10","-0.07","0.04"
"TCGA-44-6779-01","False","False","0.83","1.97","0.72","1.58","0.95","1.80","True","0.83","-0.46","0.00","0.05","-0.10"
"TCGA-55-7816-01","False","False","0.83","1.48","0.79","0.95","0.62","0.98","True","0.83","0.47","-0.12","0.18","-0.02"
"TCGA-55-6642-01","False","False","0.82","-0.30","0.24","0.03","-0.61","0.51","True","0.82","1.54","-0.01","0.19","-0.01"
"TCGA-44-3918-01","False","False","0.82","2.35","0.78","1.58","2.72","1.83","True","0.82","-1.45","-0.09","0.05","-0.09"
"TCGA-62-A46O-01","False","False","0.81","-1.90","0.72","-1.93","-1.22","-1.64","False","-3.54","0.81","0.16","-0.10","0.01"
"TCGA-55-8616-01","False","False","0.80","-1.26","0.34","-0.65","0.31","-0.31","False","-0.15","0.80","0.03","-0.03","0.08"
"TCGA-38-4631-01","False","False","0.80","-0.38","0.49","-0.85","-1.76","-0.20","False","-1.84","0.80","0.15","-0.06","-0.02"
"TCGA-64-5779-01","False","False","0.79","-0.77","0.15","-0.49","-1.20","0.19","False","0.15","0.79","0.05","0.04","0.00"
"TCGA-55-8091-01","False","False","0.79","1.56","0.68","0.65","1.65","-1.01","False","1.37","0.79","-0.08","0.22","-0.06"
"TCGA-49-4512-01","False","False","0.79","-1.02","0.12","-0.95","-1.26","-2.10","False","1.81","0.79","-0.06","0.12","0.03"
"TCGA-MN-A4N5-01","False","False","0.79","0.92","0.52","0.80","1.98","1.05","True","0.79","-0.82","0.04","-0.09","-0.03"
"TCGA-93-8067-01","False","False","0.78","-0.40","0.26","-0.63","-1.04","-1.38","False","-1.34","0.78","0.10","-0.03","-0.01"
"TCGA-78-7542-01","False","False","0.77","1.24","0.89","0.52","2.94","-0.12","False","-0.83","0.77","0.20","-0.08","-0.07"
"TCGA-95-7567-01","False","False","0.77","0.46","0.35","0.23","0.16","0.20","False","-0.37","0.77","0.07","-0.01","-0.00"
"TCGA-50-6590-01","False","False","0.75","1.79","0.48","1.29","2.41","0.88","True","0.75","0.43","0.07","0.03","-0.06"
"TCGA-67-3772-01","False","False","0.74","-0.14","0.67","-0.11","-1.73","-0.59","False","-0.27","0.74","-0.07","0.10","0.05"
"TCGA-86-8073-01","False","False","0.74","-0.49","0.68","-0.44","-0.82","-0.26","False","-1.39","0.74","-0.06","0.08","0.05"
"TCGA-50-5051-01","False","False","0.74","-2.19","0.46","-1.44","-1.33","-1.03","False","-0.36","0.74","0.08","-0.06","0.06"
"TCGA-49-4487-01","False","False","0.73","0.71","0.21","0.76","-0.23","1.28","True","0.73","0.21","0.04","0.02","-0.04"
"TCGA-78-7158-01","False","False","0.72","-1.03","0.71","-1.03","-0.80","-1.49","False","-2.50","0.72","0.06","-0.09","0.09"
"TCGA-49-4501-01","False","False","0.72","0.05","0.69","0.26","-0.30","0.08","False","0.40","0.72","-0.06","0.08","0.04"
"TCGA-44-2666-01","False","False","0.69","-1.35","0.91","-0.59","0.74","-0.14","False","-0.93","0.69","0.04","-0.04","0.04"
"TCGA-55-8207-01","False","False","0.68","-1.03","0.24","-0.50","-0.34","-0.12","False","0.71","0.68","-0.13","0.19","0.01"
"TCGA-MP-A4TF-01","False","False","0.67","0.69","0.75","0.07","1.85","-0.36","False","-1.58","0.67","0.17","-0.05","-0.07"
"TCGA-44-5644-01","False","False","0.66","-1.87","0.08","-1.53","-1.95","-0.76","False","-1.09","0.66","0.12","-0.07","0.02"
"TCGA-62-8398-01","False","False","0.66","0.24","0.72","0.24","0.29","-0.54","False","-0.19","0.66","0.09","-0.00","-0.03"
"TCGA-49-4494-01","False","False","0.65","0.57","0.81","-0.01","-0.11","0.63","False","-0.89","0.65","0.10","-0.04","0.00"
"TCGA-55-6980-01","False","False","0.63","0.40","0.26","0.41","0.30","-0.32","False","2.21","0.63","-0.10","0.20","-0.02"
"TCGA-55-8092-01","False","False","0.63","1.55","0.51","1.08","-0.13","1.62","True","0.63","-1.28","0.00","-0.04","-0.07"
"TCGA-49-6742-01","False","False","0.62","-1.73","0.60","-1.12","-1.38","-1.05","False","-0.94","0.62","0.12","-0.08","0.02"
"TCGA-83-5908-01","False","False","0.62","3.38","0.50","2.24","4.07","2.83","True","0.62","0.08","0.11","-0.01","-0.11"
"TCGA-78-7167-01","False","False","0.62","-1.51","0.50","-1.36","-2.36","-1.03","False","-1.63","0.62","-0.03","-0.01","0.10"
"TCGA-05-5428-01","False","False","0.60","-0.49","0.96","-1.19","-0.61","-0.42","False","-3.19","0.60","0.04","-0.05","0.07"
"TCGA-55-1594-01","False","False","0.60","0.25","0.30","0.10","0.03","1.50","False","-1.45","0.60","0.06","-0.05","0.03"
"TCGA-78-7633-01","False","False","0.60","-1.77","0.50","-1.55","-1.60","-2.03","False","-1.78","0.60","-0.01","-0.02","0.08"
"TCGA-95-7043-01","False","False","0.59","-2.04","0.05","-1.51","-2.37","-0.84","False","-1.82","0.59","0.06","-0.09","0.08"
"TCGA-05-4426-01","False","False","0.58","-1.15","0.88","-0.60","1.74","-0.94","False","-0.12","0.58","0.03","0.03","-0.02"
"TCGA-97-8179-01","False","False","0.58","-0.62","0.10","-0.74","-0.64","-0.89","False","-1.39","0.58","-0.01","0.01","0.06"
"TCGA-55-8096-01","False","False","0.58","-0.30","0.10","-0.16","-0.92","-0.41","False","0.99","0.58","-0.05","0.12","0.01"
"TCGA-L9-A5IP-01","False","False","0.57","-1.25","0.51","-0.55","0.22","-0.18","False","-0.83","0.57","0.12","-0.02","-0.05"
"TCGA-78-7162-01","False","False","0.56","0.24","0.52","0.48","-0.66","0.57","True","0.56","-0.48","-0.11","-0.00","0.07"
"TCGA-49-AARN-01","False","False","0.55","-0.13","0.42","-0.04","0.28","-0.11","False","1.47","0.55","0.07","-0.02","-0.01"
"TCGA-NJ-A55R-01","False","False","0.55","-2.46","0.37","-1.12","-1.29","-1.79","False","0.91","0.55","0.03","-0.01","0.06"
"TCGA-MP-A4TE-01","False","False","0.55","-3.51","0.09","-2.32","-1.87","-1.81","False","-0.82","0.55","0.08","-0.08","0.05"
"TCGA-86-7713-01","False","False","0.54","-0.62","0.39","-0.95","-0.88","-1.21","False","-2.25","0.54","0.10","-0.08","0.02"
"TCGA-86-7954-01","False","False","0.54","2.83","0.11","1.52","0.90","1.05","True","0.54","-1.91","-0.06","-0.03","-0.09"
"TCGA-97-7938-01","False","False","0.53","-0.41","0.53","-0.19","0.88","0.37","False","-1.48","0.53","-0.06","0.09","0.02"
"TCGA-38-4632-01","False","False","0.53","0.41","0.84","0.10","0.85","0.53","False","-1.12","0.53","0.03","-0.01","0.01"
"TCGA-55-A57B-01","False","False","0.50","-0.83","0.50","-0.25","0.09","-0.93","False","0.98","0.50","-0.04","0.06","0.02"
"TCGA-50-5930-01","False","False","0.50","-0.33","0.25","-0.10","-1.37","0.48","False","0.70","0.50","-0.02","0.10","-0.03"
"TCGA-55-8507-01","False","False","0.49","-0.88","0.21","-0.77","-0.89","-0.85","False","-0.05","0.49","0.06","-0.02","0.01"
"TCGA-78-7153-01","False","False","0.47","-1.60","0.52","-1.18","-2.46","-0.57","False","-1.42","0.47","0.07","-0.11","0.09"
"TCGA-05-4432-01","False","False","0.46","0.47","0.29","0.34","-0.30","0.61","True","0.46","-0.04","0.02","-0.02","-0.01"
"TCGA-86-7711-01","False","False","0.46","-0.40","0.18","-0.32","-0.40","-0.27","False","-1.47","0.46","0.00","0.10","-0.07"
"TCGA-49-6761-01","False","False","0.45","0.84","0.62","0.67","1.90","0.37","False","0.03","0.45","0.09","-0.01","-0.05"
"TCGA-62-A471-01","False","False","0.45","-1.03","0.78","-0.75","-1.00","-0.47","False","-1.41","0.45","0.17","-0.10","-0.03"
"TCGA-05-4424-01","False","False","0.45","0.29","0.24","0.33","-0.46","0.60","False","-0.07","0.45","-0.01","0.04","0.00"
"TCGA-78-7539-01","False","False","0.45","1.27","0.57","1.03","0.26","1.42","True","0.45","-2.72","-0.13","-0.11","-0.02"
"TCGA-95-8494-01","False","False","0.44","-1.38","0.80","-0.78","1.11","-1.67","False","-0.60","0.44","0.09","-0.05","-0.01"
"TCGA-91-7771-01","False","False","0.44","0.84","0.47","0.70","-0.21","1.07","True","0.44","-1.85","-0.15","-0.01","-0.02"
"TCGA-55-6986-01","False","False","0.43","-1.10","0.86","-0.40","-0.23","-0.68","False","-0.38","0.43","-0.01","-0.03","0.06"
"TCGA-55-7994-01","False","False","0.42","2.04","0.84","1.65","3.25","1.85","True","0.42","-2.53","-0.05","-0.15","-0.04"
"TCGA-86-8668-01","False","False","0.41","0.11","0.28","0.27","-0.21","-0.36","False","1.79","0.41","-0.10","0.12","0.03"
"TCGA-86-7701-01","False","False","0.40","0.49","0.52","0.52","-0.15","0.69","True","0.40","-0.48","-0.01","-0.01","-0.02"
"TCGA-05-4425-01","False","False","0.38","1.30","0.92","0.62","0.76","-0.12","False","0.77","0.38","-0.03","0.06","-0.00"
"TCGA-49-6745-01","False","False","0.37","0.95","0.72","0.95","3.45","1.23","True","0.37","0.80","0.00","0.10","-0.04"
"TCGA-05-4397-01","False","False","0.37","0.75","0.86","0.12","-0.83","-0.67","False","-2.00","0.37","0.09","-0.05","-0.01"
"TCGA-86-8359-01","False","False","0.36","0.19","0.23","0.35","-0.95","2.09","True","0.36","0.27","0.04","0.03","-0.06"
"TCGA-38-4629-01","False","False","0.36","1.54","0.79","1.19","1.49","1.01","True","0.36","1.58","0.07","0.13","-0.05"
"TCGA-05-4396-01","False","False","0.36","-0.57","0.70","-0.74","-1.31","-1.32","False","-1.66","0.36","0.02","-0.02","0.02"
"TCGA-86-8672-01","False","False","0.35","1.10","0.66","0.92","0.71","1.27","True","0.35","1.05","0.07","0.08","-0.05"
"TCGA-50-5932-01","False","False","0.32","-1.36","0.44","-1.10","-1.15","-1.59","False","-2.05","0.32","0.01","-0.06","0.06"
"TCGA-05-4427-01","False","False","0.32","0.52","0.70","0.34","2.19","0.45","False","-1.36","0.32","0.05","0.02","-0.05"
"TCGA-91-6830-01","False","False","0.32","0.91","0.44","0.61","0.37","0.80","True","0.32","0.56","-0.02","0.11","-0.04"
"TCGA-55-7914-01","False","False","0.31","0.30","0.53","0.21","0.46","0.72","False","-0.97","0.31","0.02","-0.03","0.03"
"TCGA-53-7624-01","False","False","0.31","1.67","0.76","0.69","1.28","0.13","False","-1.40","0.31","0.13","-0.04","-0.07"
"TCGA-49-4510-01","False","False","0.29","-1.42","0.37","-0.97","-1.19","-0.59","False","0.15","0.29","-0.02","-0.00","0.06"
"TCGA-49-4507-01","False","False","0.28","0.85","0.55","0.87","-1.15","1.76","True","0.28","-0.13","0.10","-0.07","-0.04"
"TCGA-49-AARO-01","False","False","0.26","0.03","0.21","0.36","0.87","0.16","False","2.91","0.26","-0.01","0.06","-0.02"
"TCGA-55-8097-01","False","False","0.25","-0.95","0.35","-0.34","-1.04","-0.55","False","0.77","0.25","-0.08","0.01","0.09"
"TCGA-55-7910-01","False","False","0.25","-1.21","0.16","-1.34","-1.16","-1.71","False","-1.28","0.25","0.10","-0.04","-0.02"
"TCGA-55-8620-01","False","False","0.24","0.39","0.59","0.25","-0.36","0.53","True","0.24","-0.66","0.05","-0.15","0.03"
"TCGA-97-8176-01","False","False","0.24","-1.92","0.32","-1.00","-1.77","-0.79","False","-0.89","0.24","0.06","-0.09","0.05"
"TCGA-55-7907-01","False","False","0.23","0.89","0.22","0.48","-0.18","0.62","True","0.23","-0.02","-0.02","0.01","0.02"
"TCGA-55-8094-01","False","False","0.21","-2.04","0.13","-2.04","-1.92","-1.95","False","-2.01","0.21","0.15","-0.14","0.02"
"TCGA-55-7913-01","False","False","0.21","-1.04","0.24","-1.25","-1.90","-1.06","False","-1.96","0.21","0.13","-0.13","0.02"
"TCGA-91-6840-01","False","False","0.20","0.66","0.04","0.51","-0.78","0.93","True","0.20","-0.00","0.04","-0.05","0.00"
"TCGA-86-A4D0-01","False","False","0.17","-0.90","0.63","-0.95","-0.88","-1.03","False","-2.24","0.17","0.12","-0.15","0.05"
"TCGA-49-AARE-01","False","False","0.16","-0.54","0.15","-0.66","-1.46","-0.56","False","0.54","0.16","0.07","-0.04","0.00"
"TCGA-49-4488-01","False","False","0.16","0.57","0.95","0.31","0.48","1.08","False","-1.58","0.16","0.03","-0.04","0.01"
"TCGA-55-7911-01","False","False","0.16","1.77","0.83","1.19","1.86","1.42","True","0.16","-2.65","-0.01","-0.16","-0.09"
"TCGA-55-8087-01","False","False","0.15","-1.66","0.74","-0.88","-1.40","-1.46","False","-0.79","0.15","-0.09","0.00","0.09"
"TCGA-50-5942-01","False","False","0.15","-1.08","0.55","-0.42","-0.96","-0.11","False","0.46","0.15","-0.07","0.03","0.05"
"TCGA-75-5125-01","False","False","0.14","2.04","0.72","1.43","3.75","0.67","True","0.14","-0.81","0.00","-0.03","-0.06"
"TCGA-44-6777-01","False","False","0.13","0.34","0.35","0.64","0.92","-0.46","False","2.16","0.13","-0.19","0.24","-0.03"
"TCGA-NJ-A7XG-01","False","False","0.12","-1.34","0.60","-1.28","-1.31","-1.92","False","-0.69","0.12","0.06","-0.10","0.05"
"TCGA-78-7148-01","False","False","0.12","-0.44","0.56","-0.32","-1.20","0.57","False","-0.89","0.12","0.04","-0.04","0.01"
"TCGA-97-8174-01","False","False","0.10","0.26","0.51","0.19","-0.67","-0.25","False","1.30","0.10","-0.13","0.10","0.04"
"TCGA-55-8302-01","False","False","0.10","0.67","0.52","0.49","2.87","-0.11","False","1.29","0.10","0.09","-0.03","-0.05"
"TCGA-55-8508-01","False","False","0.09","-1.42","0.09","-0.77","-1.34","-0.89","False","1.46","0.09","0.06","-0.02","-0.01"
"TCGA-55-1596-01","False","False","0.09","0.18","0.49","-0.09","-0.90","-0.26","False","-1.69","0.09","0.10","-0.10","0.00"
"TCGA-62-8402-01","False","False","0.09","2.69","0.53","1.43","1.41","2.03","True","0.09","-1.86","0.04","-0.15","-0.07"
"TCGA-44-A4SU-01","False","False","0.08","-0.16","0.20","-0.33","-0.42","-0.94","False","1.05","0.08","0.01","-0.01","0.03"
"TCGA-44-6148-01","False","False","0.07","-1.55","0.72","-0.41","-0.59","0.73","False","1.11","0.07","-0.10","0.07","0.05"
"TCGA-86-8673-01","False","False","0.06","-0.83","0.32","-0.41","-1.58","0.28","True","0.06","1.23","0.09","0.04","-0.01"
"TCGA-05-4382-01","False","False","0.04","0.65","0.26","0.58","0.58","-0.58","False","1.06","0.04","-0.08","0.16","-0.07"
"TCGA-64-1677-01","False","False","0.04","0.87","0.85","-0.00","0.27","0.15","False","-2.49","0.04","0.15","-0.16","0.00"
"TCGA-L9-A7SV-01","False","False","0.04","-0.73","0.17","-0.96","-1.33","-0.89","False","-1.72","0.04","0.08","-0.15","0.07"
"TCGA-05-4389-01","False","False","0.03","1.24","0.28","0.91","0.38","2.05","True","0.03","-1.49","-0.05","-0.14","0.04"
"TCGA-44-5643-01","False","False","0.02","0.09","0.79","0.24","-0.91","0.29","False","-0.98","0.02","0.10","-0.13","0.02"
"TCGA-MP-A4SV-01","False","False","0.02","1.21","0.63","0.81","1.12","1.21","True","0.02","-0.38","0.09","-0.10","-0.03"
"TCGA-05-4418-01","False","False","0.01","0.50","0.97","0.37","0.20","0.52","True","0.01","-0.77","0.04","-0.06","-0.06"
"TCGA-44-6776-01","False","False","0.01","-1.60","0.71","-1.12","-1.40","-0.96","False","-1.09","0.01","-0.03","-0.06","0.09"
"TCGA-55-6968-01","False","False","0.00","1.33","0.44","0.89","0.82","0.61","True","0.00","-0.59","0.03","-0.08","-0.01"
"TCGA-35-4123-01","False","True","-0.01","1.80","0.92","1.51","2.45","3.48","True","-0.01","0.14","0.03","0.03","-0.05"
"TCGA-55-7283-01","False","True","-0.01","0.20","0.64","0.26","-0.48","0.23","False","-0.44","-0.01","0.01","-0.07","0.05"
"TCGA-91-6828-01","False","True","-0.01","1.40","0.39","0.84","0.42","0.86","True","-0.01","-2.07","-0.13","-0.04","-0.03"
"TCGA-55-8506-01","False","True","-0.02","0.14","0.67","-0.10","0.18","-0.38","False","0.49","-0.02","0.02","0.03","-0.06"
"TCGA-64-1676-01","False","True","-0.03","0.69","0.90","0.12","1.66","0.67","False","-1.60","-0.03","-0.01","0.01","-0.00"
"TCGA-64-1680-01","False","True","-0.03","-0.54","0.95","-0.66","-1.15","-1.15","False","-1.84","-0.03","0.01","-0.08","0.05"
"TCGA-86-7953-01","False","True","-0.04","0.27","0.53","0.27","-0.54","-0.00","False","-0.35","-0.04","0.02","-0.01","-0.03"
"TCGA-50-5935-01","False","True","-0.06","0.61","0.35","0.37","-0.41","-0.06","False","0.11","-0.06","-0.05","0.03","0.00"
"TCGA-78-7160-01","False","True","-0.07","1.20","0.63","0.99","0.35","1.64","True","-0.07","-0.86","-0.11","0.05","-0.03"
"TCGA-67-3771-01","False","True","-0.08","1.02","0.44","0.57","-0.26","0.51","True","-0.08","-0.63","-0.02","-0.02","-0.01"
"TCGA-05-4250-01","False","True","-0.10","1.37","0.64","1.03","2.23","1.72","True","-0.10","2.10","0.15","0.06","-0.03"
"TCGA-05-5715-01","False","True","-0.12","-1.10","0.40","-0.75","-1.14","-0.81","False","-0.13","-0.12","-0.07","0.03","0.02"
"TCGA-91-6848-01","False","True","-0.12","1.40","0.40","1.08","2.66","1.01","True","-0.12","2.79","0.16","0.14","-0.04"
"TCGA-73-7498-01","False","True","-0.13","-1.02","0.35","-0.44","-1.26","-0.69","False","0.95","-0.13","-0.11","0.02","0.08"
"TCGA-97-7546-01","False","True","-0.13","-0.26","0.50","0.28","1.07","0.62","False","0.32","-0.13","-0.10","0.09","-0.01"
"TCGA-64-5778-01","False","True","-0.13","2.41","0.61","1.47","1.17","2.38","True","-0.13","-2.19","-0.02","-0.17","-0.03"
"TCGA-55-7815-01","False","True","-0.13","0.20","0.57","-0.44","0.32","-0.51","False","-2.15","-0.13","-0.06","0.06","-0.00"
"TCGA-78-7147-01","False","True","-0.14","1.35","0.51","0.41","-0.95","0.47","False","-1.05","-0.14","0.07","-0.10","0.02"
"TCGA-55-7227-01","False","True","-0.14","0.55","0.63","0.48","1.22","-0.15","False","1.81","-0.14","-0.10","0.10","-0.00"
"TCGA-55-A491-01","False","True","-0.14","0.13","0.09","-0.13","0.28","0.24","False","0.99","-0.14","-0.00","-0.02","0.00"
"TCGA-MP-A5C7-01","False","True","-0.16","-1.17","0.62","-1.02","-1.78","-2.29","False","-1.76","-0.16","0.01","-0.08","0.07"
"TCGA-05-5425-01","False","True","-0.17","1.93","0.38","1.19","0.32","2.11","True","-0.17","-1.79","-0.05","-0.08","-0.06"
"TCGA-64-5781-01","False","True","-0.17","1.06","0.79","0.76","-0.01","2.14","True","-0.17","1.43","0.11","0.09","-0.06"
"TCGA-NJ-A4YI-01","False","True","-0.18","-1.75","0.42","-0.88","1.52","-1.86","False","0.66","-0.18","-0.05","0.02","0.01"
"TCGA-73-4666-01","False","True","-0.18","2.32","0.90","1.81","2.90","2.20","True","-0.18","-1.03","0.04","-0.09","-0.06"
"TCGA-73-A9RS-01","False","True","-0.20","-0.52","0.60","-0.67","0.36","-0.26","False","-2.18","-0.20","0.10","-0.12","-0.00"
"TCGA-55-7281-01","False","True","-0.23","0.77","0.23","0.17","-0.91","-0.12","False","1.88","-0.23","-0.09","0.08","-0.01"
"TCGA-J2-A4AG-01","False","True","-0.24","0.05","0.57","0.37","0.29","0.17","False","1.51","-0.24","-0.06","0.05","-0.02"
"TCGA-05-5420-01","False","True","-0.26","2.41","0.94","1.09","0.61","1.16","True","-0.26","-3.48","-0.15","-0.12","-0.05"
"TCGA-86-7714-01","False","True","-0.27","-0.92","0.69","-0.84","-0.81","-1.14","False","-0.88","-0.27","-0.09","0.02","0.05"
"TCGA-NJ-A4YF-01","False","True","-0.28","-2.08","0.27","-1.69","-2.23","-1.65","False","-0.61","-0.28","0.05","-0.10","0.03"
"TCGA-69-8253-01","False","True","-0.29","-1.77","0.65","-1.07","-1.39","-1.22","False","-0.31","-0.29","-0.01","-0.06","0.04"
"TCGA-55-8203-01","False","True","-0.30","0.20","0.43","0.14","-0.26","0.65","False","0.41","-0.30","0.02","-0.06","0.02"
"TCGA-97-7547-01","False","True","-0.31","-0.57","0.50","-0.32","-0.24","-0.72","False","0.33","-0.31","-0.08","0.02","0.04"
"TCGA-71-6725-01","False","True","-0.32","-2.00","0.22","-1.69","-1.42","-2.76","False","-1.05","-0.32","0.02","-0.10","0.04"
"TCGA-35-4122-01","False","True","-0.34","1.47","0.82","0.89","0.94","1.32","True","-0.34","-0.76","-0.02","-0.02","-0.03"
"TCGA-MP-A4TA-01","False","True","-0.34","0.79","0.68","0.69","-0.33","0.78","True","-0.34","0.08","0.13","-0.07","-0.05"
"TCGA-44-2655-01","False","True","-0.34","-0.90","0.90","-0.46","-1.08","-0.91","False","-0.79","-0.34","-0.08","-0.02","0.07"
"TCGA-44-A47B-01","False","True","-0.34","0.17","0.71","0.10","-0.95","0.78","True","-0.34","-0.24","-0.02","-0.01","-0.01"
"TCGA-97-8171-01","False","True","-0.35","-2.06","0.70","-1.87","-2.38","-2.61","False","-2.25","-0.35","0.03","-0.15","0.09"
"TCGA-69-7764-01","False","True","-0.35","-0.14","0.14","-0.12","-1.03","0.32","False","-0.89","-0.35","-0.00","-0.06","0.03"
"TCGA-64-1681-01","False","True","-0.35","0.61","0.14","0.23","-0.78","-1.62","False","0.76","-0.35","-0.05","0.05","-0.02"
"TCGA-50-6592-01","False","True","-0.36","1.63","0.45","1.21","0.37","1.48","True","-0.36","0.17","0.06","0.04","-0.09"
"TCGA-95-A4VP-01","False","True","-0.38","-0.94","0.11","-0.28","-0.60","0.29","False","2.18","-0.38","0.00","-0.02","-0.00"
"TCGA-35-3615-01","False","True","-0.38","-0.65","0.92","-0.75","-1.27","-0.54","False","-1.79","-0.38","-0.06","-0.07","0.08"
"TCGA-62-A46P-01","False","True","-0.39","-1.97","0.54","-1.37","-1.79","-1.17","False","-0.40","-0.39","0.01","-0.10","0.06"
"TCGA-53-7813-01","False","True","-0.41","-0.35","0.15","-0.75","-1.10","0.71","False","-2.16","-0.41","0.07","-0.11","0.01"
"TCGA-55-5899-01","False","True","-0.43","0.67","0.47","0.38","-0.25","0.20","True","-0.43","1.06","0.05","0.01","0.04"
"TCGA-99-8033-01","False","True","-0.44","1.53","0.75","0.88","0.91","1.08","True","-0.44","0.02","0.11","-0.01","-0.10"
"TCGA-75-5146-01","False","True","-0.44","-0.41","0.92","-0.29","-1.41","0.22","False","-1.17","-0.44","-0.07","-0.05","0.06"
"TCGA-NJ-A4YP-01","False","True","-0.45","0.71","0.82","0.22","-0.48","0.07","True","-0.45","2.40","0.08","0.13","0.01"
"TCGA-05-4398-01","False","True","-0.47","0.85","0.50","0.54","2.73","0.09","False","0.29","-0.47","0.01","0.01","-0.07"
"TCGA-75-6206-01","False","True","-0.49","-0.80","0.39","-0.49","-1.06","-0.94","False","-0.42","-0.49","-0.15","0.09","0.01"
"TCGA-55-6972-01","False","True","-0.49","-2.36","0.81","-2.02","-2.38","-1.70","False","-2.84","-0.49","0.04","-0.19","0.10"
"TCGA-55-8085-01","False","True","-0.50","1.12","0.54","0.81","-0.55","0.87","True","-0.50","-1.60","-0.01","-0.12","-0.02"
"TCGA-05-4249-01","False","True","-0.50","-0.22","0.49","-0.02","-0.14","-0.47","False","0.05","-0.50","-0.10","-0.01","0.05"
"TCGA-86-8280-01","False","True","-0.51","1.21","0.47","0.92","0.33","0.29","False","2.55","-0.51","-0.13","0.08","0.02"
"TCGA-L9-A50W-01","False","True","-0.51","-0.43","0.13","-0.35","-1.59","-1.43","False","1.26","-0.51","-0.05","-0.03","0.04"
"TCGA-44-2668-01","False","True","-0.52","0.52","0.37","0.18","0.92","0.12","False","0.07","-0.52","0.02","0.06","-0.11"
"TCGA-99-7458-01","False","True","-0.53","1.03","0.78","1.10","2.00","1.48","False","0.87","-0.53","-0.11","0.06","-0.00"
"TCGA-80-5608-01","False","True","-0.54","-0.06","0.31","-0.32","-0.78","0.13","False","-0.14","-0.54","0.05","-0.09","0.00"
"TCGA-78-7535-01","False","True","-0.54","-2.45","0.12","-1.53","-1.75","-1.72","False","1.11","-0.54","-0.01","-0.08","0.05"
"TCGA-95-A4VK-01","False","True","-0.54","-0.16","0.39","-0.02","-0.69","0.37","False","0.65","-0.54","0.01","-0.07","0.01"
"TCGA-97-8177-01","False","True","-0.58","-0.37","0.64","0.02","-0.83","0.02","False","1.18","-0.58","-0.14","0.09","-0.00"
"TCGA-NJ-A4YG-01","False","True","-0.58","-0.37","0.62","-0.26","-0.20","-0.75","False","0.62","-0.58","-0.08","-0.00","0.03"
"TCGA-53-A4EZ-01","False","True","-0.58","-1.26","0.24","-1.16","-0.82","-0.71","False","-1.65","-0.58","0.05","-0.16","0.06"
"TCGA-4B-A93V-01","False","True","-0.58","-0.56","0.39","-0.37","1.62","-0.98","False","-0.26","-0.58","0.06","-0.12","0.01"
"TCGA-78-7152-01","False","True","-0.59","-0.44","0.81","-0.03","-1.20","0.49","False","0.25","-0.59","-0.02","-0.09","0.03"
"TCGA-78-7166-01","False","True","-0.59","-1.31","0.33","-1.44","-1.93","-1.71","False","-0.41","-0.59","0.08","-0.14","0.02"
"TCGA-97-7941-01","False","True","-0.60","-0.76","0.55","-0.21","-1.03","-0.32","False","2.01","-0.60","-0.07","-0.02","0.04"
"TCGA-78-7143-01","False","True","-0.61","0.01","0.69","-0.14","0.23","-0.66","False","-0.88","-0.61","0.04","-0.12","0.01"
"TCGA-44-2659-01","False","True","-0.63","0.29","0.26","0.41","-0.54","1.01","False","1.10","-0.63","-0.10","0.04","0.01"
"TCGA-78-8640-01","False","True","-0.64","-0.16","0.32","-0.18","-0.86","-0.25","False","-0.81","-0.64","0.08","-0.14","-0.00"
"TCGA-95-8039-01","False","True","-0.64","0.05","0.34","0.13","0.47","-0.71","False","1.62","-0.64","-0.07","-0.03","0.02"
"TCGA-55-A4DF-01","False","True","-0.68","1.75","0.75","1.08","1.67","1.16","True","-0.68","-1.45","0.02","-0.11","-0.05"
"TCGA-50-5068-01","False","True","-0.69","1.68","0.98","0.46","-0.74","1.45","False","-1.11","-0.69","-0.04","-0.04","0.01"
"TCGA-78-7156-01","False","True","-0.69","-0.74","0.81","-1.04","-1.76","-1.09","False","-2.05","-0.69","-0.03","-0.08","0.06"
"TCGA-75-7025-01","False","True","-0.71","-0.51","0.31","0.01","-0.72","0.06","False","2.26","-0.71","-0.13","0.05","0.03"
"TCGA-44-4112-01","False","True","-0.71","-0.57","0.61","-0.90","0.61","-0.18","False","-1.34","-0.71","-0.07","0.02","-0.00"
"TCGA-55-6984-01","False","True","-0.73","-2.44","0.66","-1.46","-1.20","-1.45","False","0.19","-0.73","0.05","-0.11","0.00"
"TCGA-97-8175-01","False","True","-0.74","-0.59","0.56","-0.32","1.23","-1.46","False","-0.38","-0.74","0.01","-0.07","-0.02"
"TCGA-NJ-A55A-01","False","True","-0.75","0.17","0.61","0.51","0.28","0.56","False","1.68","-0.75","-0.09","-0.01","0.03"
